Cognome,Nome,Squadra,Posizione,Partite Giocate,Tiri Totali,Gol Totali,Tiri Sbagliati,Gol Azione,Gol Rigore,Percentuale Realizzazione,Assist,Falli Tecnici,Intercetti,Blocchi,Cartellino Giallo,2 Minuti,Cartellino Rosso,Cartellino Blu,Stagione,Categoria
Bahn,Thomas,VIK,Centrale,33,58,29,29,29,0,0.5,4,5,1,1,11,19,0,0,17/18,B
Saueressig,Lukas,HBW,Centrale,17,50,29,21,29,0,0.58,22,7,1,1,3,5,0,0,17/18,B
Runarsson,Sigtryggur Dadi,HBW,Centrale,26,55,28,27,26,2,0.5091,8,13,2,0,1,0,0,0,17/18,B
Ignatow,Dimitri,HIL,Ala Destra,26,47,28,19,24,4,0.5957,2,8,0,0,1,8,0,0,17/18,B
Nelson,Jakob,HIL,Pivot,27,55,28,27,28,0,0.5091,20,15,1,2,8,3,0,0,17/18,B
Kretschmer,Nils Holger,ELB,Terzino Sinistro,20,59,27,32,27,0,0.4576,18,13,10,12,10,18,0,0,17/18,B
Flohr,Matthias,HBW,Ala Sinistra,34,33,26,7,26,0,0.7879,14,12,3,3,11,18,1,0,17/18,B
Polydore,Yann,HGS,Terzino Destro,32,61,26,35,26,0,0.4261999999999999,11,16,5,7,12,17,0,0,17/18,B
Gugisch,Nils,ELB,Ala Destra,11,37,26,11,26,0,0.7027,0,5,1,0,2,5,1,0,17/18,B
Hoffmann,Robin,ELB,Ala Destra,24,45,26,19,26,0,0.5778,1,5,3,0,10,11,0,0,17/18,B
Thomas,Heider,VIK,Terzino Sinistro,35,43,26,17,26,0,0.6047,21,11,7,38,18,29,2,0,17/18,B
Kohler,Janik,WHV,Centrale,38,56,25,31,25,0,0.4464,33,22,8,15,18,19,2,0,17/18,B
Kellner,Benedikt,COB,Centrale,23,49,25,24,25,0,0.5102,13,18,3,2,0,1,0,0,17/18,B
Leenders,Toon,NOL,Pivot,38,40,24,16,24,0,0.6,7,11,7,35,23,44,6,0,17/18,B
Noll,Pascal,HGS,Ala Sinistra,22,41,24,17,23,1,0.5854,5,3,7,1,6,9,1,0,17/18,B
Murkoster,Justin,EIS,Pivot,12,30,24,6,24,0,0.8,4,3,0,7,5,1,0,0,17/18,B
Siegler,Lukas,WÖW,Terzino Sinistro,13,40,24,16,24,0,0.6,8,4,5,0,5,4,0,0,17/18,B
Saborowski,Paul,HAG,Ala Destra,25,43,24,19,24,0,0.5581,5,4,4,0,0,1,0,0,17/18,B
Koke,Alexander,AUE,Centrale,17,40,23,17,22,1,0.575,13,11,3,0,0,0,0,0,17/18,B
Stegefelt,Markus,HBW,Terzino Sinistro,15,45,23,22,23,0,0.5111,10,9,0,2,0,3,0,0,17/18,B
Knauer,Jakob,COB,Terzino Destro,17,41,23,18,23,0,0.561,10,7,1,1,2,4,0,0,17/18,B
Popa,Marcel,EIS,Terzino Sinistro,22,46,22,24,20,2,0.4783,13,11,0,1,1,5,0,0,17/18,B
Papadopoulos,Adam,HIL,Pivot,20,32,22,10,22,0,0.6875,3,7,2,10,14,12,1,0,17/18,B
Simon,Andreas,HIL,Ala Sinistra,19,38,21,17,21,0,0.5526,13,19,5,1,6,8,0,0,17/18,B
Hanner,Tom,DES,Ala Destra,31,58,21,37,21,0,0.3621,18,15,0,0,2,9,0,0,17/18,B
Stryc,Jakub,DES,Pivot,30,36,21,15,21,0,0.5832999999999999,4,11,3,2,5,4,0,0,17/18,B
Meiser,Chris,HIL,Terzino Destro,23,28,20,8,20,0,0.7143,16,17,6,12,14,20,1,0,17/18,B
von Hermanni,Lothar,HIL,Ala Sinistra,13,31,20,11,18,2,0.6452,1,1,1,0,1,1,0,0,17/18,B
Walz,Peter,HGS,Pivot,10,31,20,11,20,0,0.6452,2,9,2,4,6,11,1,0,17/18,B
Kolk,Paul,TVE,Ala Sinistra,14,33,20,13,20,0,0.6061,2,2,2,1,0,2,0,0,17/18,B
Smit,Alec,NOL,Ala Destra,22,40,20,20,20,0,0.5,3,5,5,0,4,4,0,0,17/18,B
Neloski,Marko,COB,Terzino Sinistro,12,47,20,27,20,0,0.4255,5,12,1,4,4,1,0,0,17/18,B
Schmitt,Stefan,WÖW,Terzino Sinistro,38,36,19,17,18,1,0.5278,27,13,13,21,24,23,2,0,17/18,B
Hagelin,Markus,COB,Pivot,36,29,19,10,19,0,0.6552,12,10,3,18,22,22,1,0,17/18,B
Linhart,Petr,COB,Ala Destra,13,43,19,24,19,0,0.4418999999999999,6,13,1,1,1,2,0,0,17/18,B
Dolezel,Radek,HIL,Terzino Destro,15,38,19,19,19,0,0.5,2,12,0,3,3,9,1,0,17/18,B
Richardt,Jonas,EIS,Terzino Destro,20,35,18,17,18,0,0.5143,6,12,0,2,8,3,0,0,17/18,B
Voss-Fels,Kim,ASV,Terzino Destro,17,39,18,21,18,0,0.4614999999999999,2,6,1,1,2,1,0,0,17/18,B
Paetow,Tom,HGS,Terzino Sinistro,12,26,17,9,17,0,0.6537999999999999,1,4,1,0,0,1,0,0,17/18,B
Gaubatz,Jan-Lars,HAG,Terzino Destro,4,30,16,14,16,0,0.5333,1,4,2,0,2,0,0,0,17/18,B
Leist,Philipp,HGS,Ala Destra,21,28,16,12,16,0,0.5714,2,3,2,0,3,1,0,0,17/18,B
Wendel,Samuel,KON,Ala Sinistra,12,26,16,10,16,0,0.6154,1,2,1,0,1,1,0,0,17/18,B
Andrejew,Daniel,WHV,Pivot,21,21,16,5,16,0,0.7619,0,8,0,6,6,9,0,0,17/18,B
Szucs,Csaba,BHC,Centrale,27,31,15,16,15,0,0.4839,28,9,6,21,20,26,2,0,17/18,B
Naumann,Sebastian,AUE,Ala Destra,9,24,15,9,15,0,0.625,1,0,1,0,0,2,0,0,17/18,B
Gassler,Felix,KON,Terzino Sinistro,25,40,15,25,15,0,0.375,3,7,2,1,3,6,0,0,17/18,B
Artmann,Nils,VIK,Ala Destra,18,26,14,12,14,0,0.5385,1,5,4,0,1,2,0,0,17/18,B
Urban,Tomas,EIS,Ala Destra,5,21,14,7,7,7,0.6667000000000001,2,2,0,0,0,0,0,0,17/18,B
Sabljic,Stanko,ASV,Pivot,16,17,13,4,13,0,0.7646999999999999,5,4,5,1,4,6,0,0,17/18,B
Waschul,Martin,VFL,Centrale,29,23,12,11,12,0,0.5217,15,5,6,24,20,28,1,0,17/18,B
Bosing,Sebastian,KON,Pivot,13,21,12,9,12,0,0.5714,2,8,0,0,3,7,0,0,17/18,B
Gorpishin,Sergej,WÖW,Pivot,11,16,12,4,12,0,0.75,0,6,1,4,7,3,0,0,17/18,B
Wiencek,David,ASV,Centrale,4,16,11,5,11,0,0.6875,2,0,0,0,0,0,0,0,17/18,B
Weit,Dennis,HIL,Centrale,18,33,11,22,11,0,0.3333,1,4,0,0,1,3,0,0,17/18,B
Schmidt,Daniel,DES,Pivot,26,15,11,4,11,0,0.7333,1,1,1,8,6,13,0,0,17/18,B
Paraschiv,Sebastian,AUE,Centrale,9,15,11,4,11,0,0.7333,3,5,1,0,1,0,0,0,17/18,B
Seidel,Malte,TUE,Terzino Sinistro,24,24,11,13,11,0,0.4583,14,7,2,6,4,11,0,0,17/18,B
Hubner,Jan,TVE,Centrale,17,22,11,11,6,5,0.5,6,7,0,0,0,0,0,0,17/18,B
Hansen,Nicolai,EIS,Pivot,13,17,10,7,10,0,0.5882000000000001,6,2,0,5,6,8,0,0,17/18,B
Schweda,Benjamin,KON,Centrale,11,20,10,10,10,0,0.5,3,4,2,0,4,2,0,0,17/18,B
Schlichting,Christoph,VFL,Pivot,22,14,8,6,8,0,0.5714,3,11,0,4,11,6,0,0,17/18,B
Lindner,Tim,HAG,Ala Sinistra,15,16,8,8,8,0,0.5,2,2,0,0,0,0,0,0,17/18,B
Hartz,Maximilian,HGS,Centrale,4,11,8,3,4,4,0.7273000000000001,2,2,1,1,0,0,0,0,17/18,B
Meyer,Philipp,WÖW,Pivot,8,10,6,4,6,0,0.6,3,3,2,3,3,4,0,0,17/18,B
Rudeck,Christopher,BHC,Portiere,37,6,5,1,5,0,0.8332999999999999,13,2,1,0,0,0,0,0,17/18,B
Schafer,Marcel,AUE,Centrale,14,18,5,13,5,0,0.2778,5,9,1,0,0,0,0,0,17/18,B
Lehmann,Fabrice,WHV,Ala Destra,15,12,5,7,5,0,0.4167,1,2,0,1,1,3,0,0,17/18,B
Iffert,Hannes,EIS,Pivot,15,6,5,1,5,0,0.8332999999999999,1,5,1,1,2,6,0,0,17/18,B
Streckhardt,Noah,EIS,Ala Sinistra,12,8,5,3,4,1,0.625,0,2,1,0,0,0,0,0,17/18,B
Fischer,Jonathan,SGB,Pivot,7,6,5,1,5,0,0.8332999999999999,0,2,0,0,0,0,0,0,17/18,B
Wiebe,Fynn,HIL,Terzino Sinistro,24,8,5,3,5,0,0.625,3,3,1,24,9,20,1,0,17/18,B
Ehlers,Matteo,HIL,Centrale,8,9,5,4,5,0,0.5556,0,3,0,1,0,1,0,0,17/18,B
Klockmann,Dennis,VFL,Portiere,37,5,4,1,4,0,0.8,8,0,0,0,0,0,0,0,17/18,B
Sliwka,Radek,DES,Terzino Destro,13,10,4,6,4,0,0.4,3,2,0,0,2,3,0,0,17/18,B
Buhrmester,Bjorn,NOL,Portiere,38,6,4,2,4,0,0.6667000000000001,14,1,0,0,0,0,0,0,17/18,B
Brustmann,Max,WÖW,Portiere,37,10,4,6,4,0,0.4,11,4,1,0,0,5,0,0,17/18,B
Ellwanger,Lukas,TUE,Pivot,12,7,4,3,4,0,0.5714,0,3,0,2,0,0,0,0,17/18,B
Kustner,Pascal,EIS,Pivot,9,6,4,2,4,0,0.6667000000000001,0,3,0,0,0,2,0,0,17/18,B
Braun,Joschua,KON,Terzino Destro,4,4,4,0,4,0,1.0,0,3,0,0,0,0,0,0,17/18,B
Brucker,Jost,HIL,Ala Sinistra,15,17,4,13,4,0,0.2353,2,3,2,0,1,1,0,0,17/18,B
Mrkva,Tomas,HBW,Portiere,30,5,3,2,3,0,0.6,7,2,1,0,0,0,0,0,17/18,B
Schroder,Malte,TVE,Terzino Destro,5,7,3,4,3,0,0.4286,2,1,1,0,0,0,0,0,17/18,B
Schulz,Patrick,HGS,Portiere,36,6,3,3,3,0,0.5,10,2,3,0,2,2,0,0,17/18,B
Bliss,Sebastian,TUE,Portiere,38,5,3,2,3,0,0.6,29,0,0,0,0,1,0,0,17/18,B
Hegemann,Michael,TUE,Centrale,20,3,3,0,3,0,1.0,1,1,0,6,5,15,0,0,17/18,B
Krechel,Oliver,COB,Portiere,34,4,3,1,3,0,0.75,10,4,1,0,0,0,0,0,17/18,B
Konig,Jan,HAG,Ala Sinistra,11,7,3,4,3,0,0.4286,0,0,1,0,0,0,0,0,17/18,B
Pieles,Bela,HIL,Ala Sinistra,2,5,3,2,3,0,0.6,0,0,0,0,0,0,0,0,17/18,B
Griessbach,Philipp,ELB,Ala Destra,2,3,3,0,3,0,1.0,0,0,0,0,0,0,0,0,17/18,B
Strosack,Moritz,HBW,Ala Destra,4,4,3,1,3,0,0.75,1,0,0,0,0,0,0,0,17/18,B
Ingenpass,Niklas,TUE,Pivot,5,4,3,1,3,0,0.75,0,0,0,0,0,0,0,0,17/18,B
Rutschmann,Bastian,BHC,Portiere,29,2,2,0,2,0,1.0,8,2,0,0,0,0,0,0,17/18,B
Hertlein,Felix,ASV,Portiere,38,2,2,0,2,0,1.0,11,3,1,0,0,0,0,0,17/18,B
Oehler,Michael,KON,Terzino Sinistro,17,5,2,3,2,0,0.4,2,6,1,6,12,15,0,0,17/18,B
Ebert,Pascal,AUE,Ala Sinistra,12,7,2,5,2,0,0.2857,2,0,1,1,0,2,0,0,17/18,B
Lefan,Jakub,HIL,Portiere,36,2,2,0,2,0,1.0,3,2,0,0,0,0,0,0,17/18,B
Zobel,Rene,HBW,Terzino Destro,5,5,2,3,2,0,0.4,0,0,0,0,0,0,0,0,17/18,B
Kreis,Julian,HGS,Pivot,8,2,2,0,2,0,1.0,1,0,0,0,0,0,0,0,17/18,B
Maggaiz,Marouen,HBW,Portiere,32,3,2,1,2,0,0.6667000000000001,3,2,0,0,0,0,0,0,17/18,B
Karle,Felix,WÖW,Ala Destra,9,5,2,3,2,0,0.4,1,0,0,0,0,0,0,0,17/18,B
Loffler,Samuel,KON,Centrale,7,2,2,0,2,0,1.0,2,3,0,0,0,0,0,0,17/18,B
Wolterink,Jorn,WHV,Terzino Sinistro,10,9,2,7,2,0,0.2221999999999999,1,4,0,1,0,0,0,0,17/18,B
Weischer,Tim,TVE,Ala Sinistra,1,3,2,1,0,2,0.6667000000000001,0,0,0,0,0,0,0,0,17/18,B
Bozic,Vladimir,VIK,Portiere,37,3,1,2,1,0,0.3333,3,1,0,0,0,1,0,0,17/18,B
Kozlina,Miladin,VIK,Terzino Sinistro,22,7,1,6,1,0,0.1429,2,1,1,28,12,7,0,0,17/18,B
Minerva,Jan Steffen,EIS,Portiere,37,1,1,0,1,0,1.0,7,2,0,0,0,0,0,0,17/18,B
Ambrosius,Philip,DES,Portiere,38,1,1,0,1,0,1.0,14,4,0,0,0,0,0,0,17/18,B
Trautvetter,Benjamin,EIS,Pivot,2,1,1,0,1,0,1.0,0,1,0,0,0,0,0,0,17/18,B
Wiederstein,Fabian,HBW,Pivot,3,2,1,1,1,0,0.5,0,0,0,0,0,0,0,0,17/18,B
Mallwitz,Marino,VFL,Portiere,29,1,1,0,1,0,1.0,3,3,0,0,0,0,0,0,17/18,B
Mangold,Moritz,TUE,Portiere,25,1,1,0,1,0,1.0,7,1,0,0,0,0,0,0,17/18,B
Prokopec,Pavel,HAG,Terzino Sinistro,3,1,1,0,1,0,1.0,1,2,0,0,0,2,0,0,17/18,B
Wilmsen,Stephan,NOL,Centrale,3,2,1,1,1,0,0.5,1,0,3,0,0,2,0,0,17/18,B
Muller,Jurgen,SGB,Portiere,33,1,1,0,1,0,1.0,3,0,0,0,0,0,0,0,17/18,B
Madert,Konstantin,TVE,Portiere,38,1,1,0,1,0,1.0,17,6,0,0,1,0,0,0,17/18,B
Lupke,Frederick,WHV,Portiere,33,1,1,0,1,0,1.0,1,2,0,0,0,0,0,0,17/18,B
Ebner,Domenico,SGB,Portiere,36,1,1,0,1,0,1.0,18,1,3,0,0,0,0,0,17/18,B
Krautt,Jonas,SGB,Terzino Sinistro,1,6,1,5,1,0,0.1667,0,0,0,0,0,0,0,0,17/18,B
Baur,Luca-Max,EIS,Ala Destra,1,1,1,0,1,0,1.0,0,0,0,0,0,0,0,0,17/18,B
Dell,Jonas,BHC,Terzino Sinistro,6,1,1,0,1,0,1.0,0,3,0,1,0,1,0,0,17/18,B
van Lengerich,Johannes,NOL,Pivot,7,2,1,1,1,0,0.5,0,0,0,0,0,0,0,0,17/18,B
Passias,Nikolaos,HIL,Terzino Sinistro,3,6,1,5,1,0,0.1667,1,1,0,0,0,0,0,0,17/18,B
Milkow,Justin Lee,DES,Ala Sinistra,6,1,1,0,1,0,1.0,0,0,0,0,0,0,0,0,17/18,B
Schauer,Franz,AUE,Terzino Sinistro,4,2,1,1,1,0,0.5,0,0,0,0,2,4,0,0,17/18,B
Martner,Christoph-Hagen,ELB,Ala Sinistra,5,3,1,2,1,0,0.3333,0,1,0,0,0,0,0,0,17/18,B
Bergner,Tom,HAG,Pivot,3,1,1,0,1,0,1.0,0,1,0,0,0,2,0,0,17/18,B
Kordas,Norman,HIL,Pivot,6,1,1,0,1,0,1.0,0,1,0,0,1,0,0,0,17/18,B
Gorgen,Moritz,VIK,Ala Destra,2,1,1,0,1,0,1.0,0,1,0,0,0,0,0,0,17/18,B
Gode,Rico,ELB,Pivot,3,0,0,0,0,0,0.0,1,0,0,0,2,2,0,0,17/18,B
Huhnstock,Mario,ELB,Portiere,36,0,0,0,0,0,0.0,5,1,0,0,0,2,0,0,17/18,B
Kulhanek,Jan,COB,Portiere,21,0,0,0,0,0,0.0,6,0,0,0,0,0,0,0,17/18,B
Jerkovic,Dragan,HAG,Portiere,28,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,17/18,B
Doden,Dennis,WHV,Portiere,37,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,17/18,B
Gorobtschuk,Stanislaw,EIS,Portiere,25,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,17/18,B
Hanemann,Stefan,KON,Portiere,10,0,0,0,0,0,0.0,2,1,0,0,0,0,0,0,17/18,B
Brand,Sebastian,EIS,Portiere,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Poltrum,Konstantin,KON,Portiere,35,0,0,0,0,0,0.0,10,0,0,0,0,0,0,0,17/18,B
Wolf,Maximilian,KON,Portiere,20,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,17/18,B
Donath,Sebastian,DES,Pivot,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Dohler,Phil,DES,Portiere,35,0,0,0,0,0,0.0,3,0,1,0,0,0,0,0,17/18,B
Balster,Marcel,ELB,Portiere,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Twarz,Paul,HIL,Portiere,30,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,17/18,B
Mahncke,Tobias,HAG,Portiere,38,0,0,0,0,0,0.0,15,1,0,0,0,1,0,0,17/18,B
Musil,Radek,AUE,Portiere,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Jonczyk,Darius,HGS,Portiere,27,0,0,0,0,0,0.0,5,0,0,0,0,1,0,0,17/18,B
Barsties,Philipp,COB,Terzino Sinistro,13,0,0,0,0,0,0.0,2,0,2,8,8,8,0,0,17/18,B
Wetzel,Robert,AUE,Portiere,37,0,0,0,0,0,0.0,3,1,0,0,0,0,0,0,17/18,B
Wetzel,Tom,COB,Terzino Sinistro,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Leikauf,Markus,WÖW,Portiere,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Behrens,Maurice,ASV,Portiere,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Wieser,Andreas,WÖW,Portiere,23,0,0,0,0,0,0.0,2,0,0,0,0,0,0,0,17/18,B
Kaleun,Fabian,NOL,Portiere,16,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Steffen,Nick,TVE,Ala Sinistra,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Baumeister,Jonas,HBW,Portiere,9,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Topfer,Erik,AUE,Portiere,38,0,0,0,0,0,0.0,5,1,0,0,1,0,0,0,17/18,B
Osswald,Marius,KON,Pivot,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Lorger,Gregor,ASV,Portiere,34,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,17/18,B
Dangers,Markus,HBW,Pivot,2,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,17/18,B
Halfmann,Hendrik,ELB,Portiere,37,0,0,0,0,0,0.0,6,0,0,0,0,0,0,0,17/18,B
Moldrup,Mikkel,VIK,Portiere,26,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,17/18,B
Ferjan,Mark,TVE,Portiere,27,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,17/18,B
Foluszny,Patryk,COB,Portiere,11,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,17/18,B
Bogatzki,Jonas,EIS,Terzino Sinistro,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Manys,Maximilian,EIS,Ala Sinistra,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Thomann,Julian,HBW,Centrale,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Loffler,Jonas,KON,Terzino Sinistro,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,17/18,B
Boieck,Janis,BHC,Portiere,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Schrader,Janik,VFL,Terzino Destro,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Klein,Sven,HGS,Portiere,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Krka,Leon,HIL,Portiere,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Middell,Tobias,VIK,Terzino Sinistro,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,17/18,B
Weck,Alexander,BHC,Terzino Sinistro,1,0,0,0,0,0,0.0,1,1,0,0,0,1,0,0,17/18,B
Herrmann,Lukas,KON,Portiere,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Roskosch,Jan,HAG,Ala Sinistra,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Heling,Anton,SGB,Terzino Sinistro,2,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,17/18,B
Borchert,Julian,TUE,Portiere,10,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Volz,Patrick,KON,Ala Sinistra,3,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,17/18,B
Bitzer,Jan,HBW,Centrale,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Titze,Tim,COB,Portiere,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Skorupa,Paul,VIK,Pivot,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,17/18,B
Spatz,Michael,TVG,Ala Destra,37,339,254,85,111,143,0.7493000000000001,22,23,6,2,4,2,0,0,18/19,B
Pohle,Georg,NOL,Terzino Sinistro,38,408,246,162,191,55,0.6029,77,30,13,26,20,30,3,0,18/19,B
Meinhardt,Eric,AUE,Centrale,38,353,238,115,108,130,0.6742,114,61,14,3,6,8,0,0,18/19,B
Wieling,Tim,DOR,Ala Destra,37,343,236,107,135,101,0.688,9,15,10,2,5,5,1,0,18/19,B
Schwolow,Tobias,WHV,Centrale,38,407,222,185,200,22,0.5455,112,63,3,8,10,12,0,0,18/19,B
Gretarsson,Oddur,HBW,Ala Sinistra,37,275,209,66,104,105,0.76,16,10,10,0,3,4,0,0,18/19,B
Bozovic,Janko,TVE,Terzino Destro,38,353,196,157,185,11,0.5552,64,48,4,11,12,17,3,0,18/19,B
Metzner,Antonio,VFL,Terzino Destro,38,319,189,130,189,0,0.5925,31,46,13,9,12,8,0,0,18/19,B
Hosse,Christian,VIK,Ala Sinistra,36,251,183,68,71,112,0.7291,35,22,13,0,7,9,0,0,18/19,B
Drechsler,Rene,WHV,Terzino Destro,37,359,182,177,182,0,0.507,95,62,3,3,1,5,1,1,18/19,B
Billek,Florian,COB,Ala Destra,29,232,181,51,101,80,0.7802,17,13,11,0,3,0,0,0,18/19,B
Holzner,Dirk,TVE,Ala Sinistra,36,252,181,71,96,85,0.7182999999999999,12,12,5,2,2,3,0,0,18/19,B
Petreikis,Benas,AUE,Centrale,36,304,179,125,161,18,0.5888,110,65,8,4,9,7,0,0,18/19,B
Skroblien,Tom,TUE,Ala Sinistra,38,258,174,84,117,57,0.6744,9,6,12,1,3,6,0,0,18/19,B
Zerbe,Lukas,FER,Ala Destra,38,221,173,48,81,92,0.7828,17,10,14,1,2,7,0,0,18/19,B
Gaubatz,Jan-Lars,HAG,Terzino Destro,34,318,171,147,166,5,0.5377000000000001,67,34,9,4,4,2,0,0,18/19,B
Faulenbach,Jonas,FER,Terzino Sinistro,37,325,171,154,171,0,0.5262,52,52,14,3,8,5,0,0,18/19,B
Krings,Merten,TVE,Centrale,32,311,164,147,163,1,0.5273,103,59,10,1,9,17,1,0,18/19,B
Stegefelt,Markus,TVH,Terzino Sinistro,34,280,158,122,112,46,0.5643,49,14,4,11,2,3,0,0,18/19,B
Stutzke,Lukas,DOR,Terzino Sinistro,34,291,156,135,156,0,0.5361,74,42,5,7,10,17,1,0,18/19,B
Ossenkopp,Lukas,HSV,Terzino Sinistro,36,227,154,73,83,71,0.6784,26,15,2,17,10,13,0,0,18/19,B
Roch,Kevin,AUE,Ala Sinistra,38,236,151,85,148,3,0.6397999999999999,10,6,14,33,11,17,1,0,18/19,B
Strosack,Peter,NLB,Ala Destra,38,195,150,45,117,33,0.7692,22,10,6,0,1,0,0,0,18/19,B
Beyer,Noah,TUE,Ala Sinistra,36,204,146,58,62,84,0.7156999999999999,5,9,7,1,3,4,0,0,18/19,B
Prakapenia,Anton,COB,Terzino Sinistro,37,246,145,101,145,0,0.5893999999999999,81,46,3,18,18,22,1,0,18/19,B
Pavlicek,Tomas,DES,Ala Destra,38,194,144,50,75,69,0.7423000000000001,6,8,6,1,9,3,1,0,18/19,B
Kress,Soren,HAG,Centrale,38,274,144,130,98,46,0.5255,85,51,5,2,6,7,0,0,18/19,B
Wasielewski,Johannes,DES,Terzino Destro,38,284,138,146,138,0,0.4859,54,69,0,9,12,15,4,0,18/19,B
Szczesny,Dennis,TUE,Terzino Sinistro,38,238,134,104,134,0,0.563,66,41,12,35,22,19,1,0,18/19,B
Zintel,Bjorn,TVH,Centrale,36,238,134,104,125,9,0.563,67,38,7,0,4,4,0,0,18/19,B
Jaanimaa,Dener,NLB,Terzino Destro,38,230,132,98,132,0,0.5739,76,40,4,0,5,1,0,0,18/19,B
Stark,Mario,TVG,Centrale,37,253,132,121,132,0,0.5217,88,43,5,5,10,15,2,0,18/19,B
Bechtloff,Jens,NLB,Ala Sinistra,32,176,131,45,86,45,0.7443000000000001,9,11,5,0,9,7,0,0,18/19,B
Johannsson,Ragnar,TVH,Terzino Destro,33,210,130,80,130,0,0.619,38,44,9,6,11,20,0,0,18/19,B
Zetterman,Pontus,COB,Terzino Destro,36,232,130,102,108,22,0.5603,88,35,8,1,6,8,0,0,18/19,B
Kretschmer,Nils Holger,ELB,Terzino Sinistro,38,242,128,114,88,40,0.5289,59,33,12,19,20,38,2,0,18/19,B
Bauer,Philipp,HSV,Centrale,30,221,128,93,128,0,0.5792,30,23,1,2,7,5,1,0,18/19,B
Spohn,Valentin,NLB,Terzino Sinistro,37,254,124,130,122,2,0.4882,36,33,7,10,4,10,0,0,18/19,B
Lindskog Andersson,Julius,FER,Centrale,37,205,124,81,98,26,0.6049,46,33,7,1,8,10,0,0,18/19,B
Schmidt,Patrick,WÖW,Centrale,38,238,122,116,110,12,0.5126,46,49,2,0,5,2,0,0,18/19,B
Richter,Benjamin,DOR,Centrale,38,186,122,64,82,40,0.6559,53,36,13,2,2,2,0,0,18/19,B
Zele,Daniel,DES,Terzino Sinistro,31,207,120,87,120,0,0.5797,20,32,0,6,5,4,0,0,18/19,B
Dumcius,Mindaugas,AUE,Terzino Destro,37,217,119,98,117,2,0.5484,45,51,2,5,9,9,0,0,18/19,B
Wullenweber,Finn,HSV,Terzino Sinistro,32,225,118,107,118,0,0.5244,13,21,0,1,2,9,0,0,18/19,B
Possehl,Julian,NOL,Terzino Destro,38,197,117,80,117,0,0.5939,80,31,7,10,11,15,0,0,18/19,B
Mickal,Pavel,NOL,Ala Sinistra,38,168,117,51,90,27,0.6964,9,13,11,1,3,4,0,0,18/19,B
Vorontsov,Evgeny,WHV,Ala Destra,28,168,117,51,82,35,0.6964,11,20,2,3,11,11,0,0,18/19,B
Orlowski,Marian,NLB,Terzino Sinistro,24,209,115,94,103,12,0.5502,30,27,1,6,5,5,0,0,18/19,B
Oelze,Alexander,VIK,Centrale,21,230,114,116,101,13,0.4957,35,27,2,0,1,2,0,0,18/19,B
Zechel,Tim,TUE,Pivot,38,158,114,44,114,0,0.7215,13,26,7,29,21,25,1,0,18/19,B
Miedema,Patrick,NOL,Centrale,36,205,114,91,113,1,0.5561,48,38,3,3,16,12,0,0,18/19,B
